publisher_name,sinta_grade,article_title,authors,abstract,keywords,pub_date,article_url,doi,oai_identifier
Universitas Islam Negeri Sultan Syarif Kasim Riau,3,Modifikasi dan Validitas Adaptive Performance Scale (APS) Pegawai Gen Z,"Triyoga, Anggun; Harahab, Farida","Adaptive performance merupakan kemampuan individu dalam mengubah perilaku guna memenuhi tuntutan lingkungan yang baru. Di tengah dominasi angkatan kerja global Gene Z, belum terdapat instrumen adaptive performance yang secara spesifik divalidasi untuk memotret karakteristik generasi tersebut, sehingga memunculkan kesenjangan literatur. Penelitian ini bertujuan mengkaji kelayakan psikometrik dari modifikasi skala adaptive performance agar relevan dengan konteks pegawai Gen Z. Pendekatan ilmiah dilakukan melalui lima tahapan sistematis: (1) pemilihan atribut psikologis alat ukur, (2) penyusunan spesifikasi alat ukur, (3) penyusunan draft alat ukur, (4) review butir, (5) uji coba lapangan dan validitas-reliabilitas. Berdasarkan pengujian terhadap 121 partisipan, hasil penelitian mengonfirmasi bahwa instrumen ini sangat valid dan reliabel. Validitas isi menunjukkan tingkat kesepakatan pakar yang sangat tinggi terhadap relevansi butir. Selain itu, pengujian validitas konstruk melalui analisis faktor konfirmatori membuktikan bahwa struktur lima dimensi pada alat ukur ini memiliki tingkat kecocokan model empiris yang sangat baik. Seluruh dimensi juga menunjukkan tingkat konsistensi internal dan reliabilitas komposit yang memuaskan. Sebagai kesimpulan, modifikasi instrumen kinerja adaptif ini terbukti layak dan kokoh secara psikometrik. Temuan ini memberikan implikasi penting bagi pengembangan manajemen SDM, yakni menyediakan instrumen evaluasi yang akurat. Dengan alat ukur ini, organisasi dapat memetakan dan menstimulasi potensi adaptabilitas karyawan muda agar lebih siap dalam menghadapi tantangan era disrupsi.",Adaptive performance; Alat ukur adaptive performance; reliabilitas  validitas,2026-05-31,https://ejournal.uin-suska.ac.id/index.php/Psikobuletin/article/view/39390,,oai:ejournal.uin-suska.ac.id:article/39390
Universitas Islam Negeri Sultan Syarif Kasim Riau,3,"Makna Kerja, Dukungan Keluarga, dan Dukungan Organisasi dalam Menjelaskan Kebahagiaan Dosen Perempuan: Pendekatan Subjective dan Psychological Well-Being","Mubarak, Ali; Kardiyono, Anissa Lestari; Fitriana, Efi","Penelitian ini bertujuan untuk memahami kebahagiaan dosen perempuan melalui integrasi pendekatan subjective well-being (SWB) dan psychological well-being (PWB), dengan menelaah peran makna kerja, persepsi terhadap dukungan keluarga, dan persepsi terhadap dukungan organisasi. Penelitian menggunakan pendekatan mixed method dengan desain explanatory sequential. Subjek penelitian adalah 51 dosen perempuan yang aktif bekerja pada perguruan tinggi swasta berbasis agama di Jawa Barat. Mayoritas responden berusia 30–39 tahun (47,06%), telah menikah (88,24%), dan memiliki anak (94,12%). Data kuantitatif dikumpulkan menggunakan kuesioner skala Likert, sedangkan data kualitatif diperoleh melalui pertanyaan terbuka. Analisis kuantitatif dilakukan secara deskriptif, sementara data kualitatif dianalisis menggunakan analisis tematik. Hasil penelitian menunjukkan bahwa kebahagiaan dosen perempuan cenderung tinggi, terutama pada aspek kepuasan kerja dan makna pekerjaan. Sebanyak 78,43% responden menyatakan puas terhadap pekerjaannya, sedangkan 98,04% memaknai pekerjaan sebagai sesuatu yang bermakna. Dukungan keluarga muncul sebagai faktor paling konsisten dalam menopang kebahagiaan, sementara dukungan organisasi berperan lebih situasional. Temuan kualitatif menunjukkan lima tema utama, yaitu kebahagiaan sebagai makna hidup, keseimbangan peran, relasi keluarga, pencapaian diri, dan kontribusi sosial. Penelitian ini menegaskan bahwa kebahagiaan dosen perempuan tidak hanya ditentukan oleh rasa puas, tetapi juga oleh kebermaknaan hidup, relasi sosial, dan konteks kerja yang mendukung.",kebahagiaan; dosen perempuan; makna kerja; dukungan organisasi; kesejahteraan psikologis,2026-05-31,https://ejournal.uin-suska.ac.id/index.php/Psikobuletin/article/view/39427,,oai:ejournal.uin-suska.ac.id:article/39427
Universitas Islam Negeri Sultan Syarif Kasim Riau,3,Workplace Sexual Harassment Among Healthcare Workers: A Systematic Review of Antecedents and Consequences,"Fitriyani, Eka; Binti Abas, Nurul Ain Hidayah","Workplace sexual harassment (WSH) remains a ""tip of the iceberg"" phenomenon within the global healthcare sector, characterized by underreporting and a lack of systemic understanding.Objective: This systematic literature review (SLR) aims to identify the antecedents and consequences of WSH among healthcare professionals to inform policy and intervention strategies. Methods: Following PRISMA guidelines, a systematic search was conducted across five major databases (Scopus, SAGE, Springer, Wiley, and Science Direct) for peer-reviewed articles published between 2018 and 2024. A total of 21 studies met the inclusion criteria and were synthesized qualitatively. Results: Findings indicate that WSH manifests through three primary dimensions: gender harassment, unwanted sexual attention, and sexual coercion. Key antecedents include traditional gender roles and permissive organizational climates. Consequences are twofold, impacting individual psychological well-being (e.g., PTSD, anxiety) and organizational outcomes (e.g., high turnover, absenteeism). Conclusion: Addressing the hierarchical and gendered nature of healthcare environments is essential to mitigating the prevalence and deleterious effects of WSH.",antecedents; consequences; healthcare workers; systematic review; workplace sexual harassment,2026-05-31,https://ejournal.uin-suska.ac.id/index.php/Psikobuletin/article/view/39677,,oai:ejournal.uin-suska.ac.id:article/39677
"Faculty of Science and Mathematics, Universitas Kristen Satya Wacana, Indonesia",3,Komparasi Support Vector Machine dengan Logistic Regression terhadap klasifikasi pada data asma,"Moelyono, Tiara Utary Grace; Setiawan, Adi; Wijaya, Rachel Wulan Nirmalasari","Single Nucleotide Polymorphisms (SNP) atau Polimorfisme Nukleotida Tunggal merupakan salah satu jenis variasi genetik yang paling umum pada genom manusia. Salah satu contoh data SNP adalah data asma yang diperoleh dari paket program R yaitu SNPassoc. Penyakit asma  diantaranya dipengaruhi oleh kondisi genetik manusia. Untuk melihat pengaruh SNP pada genetik manusia dapat dilakukan klasifikasi yang merupakan sebuah proses untuk memisahkan kelas data satu dengan yang lainnya. Penelitian ini bertujuan membandingkan kinerja (performance) metode Support Vector Machine (SVM) dan Logistic Regression (LR) untuk klasifikasi terkena penyakit asma atau tidak pada data asma. Empat statistik digunakan guna melihat tingkat kebaikan metode atau kinerja dari metode yaitu akurasi (accuracy), presisi (precision), recall, dan F1-Score. Pada proporsi data uji 20%, metode SVM lebih unggul dengan akurasi, presisi, recall, dan F1-Score sebesar 78,76%, 78,85%, 100%, 88,12% dibandingkan metode LR dengan hasil 77,09%, 79,34%, 96,09%, 78,14%. Demikian juga untuk proporsi data uji yang lain, memberikan hasil yang analog. Berdasarkan hasil yang diperoleh dapat disimpulkan bahwa pada kasus ini metode SVM cenderung lebih baik dari pada metode LR.",Support Vector Machine; Logistic Regression; Klasifikasi; Akurasi; SNP,2026-03-09,https://ejournal.uksw.edu/juses/article/view/18632,10.24246/juses.v9i1p1-8,oai:ejournal.uksw.edu:article/18632
"Faculty of Science and Mathematics, Universitas Kristen Satya Wacana, Indonesia",3,Penerapan model Gamified Project Based Learning (G-PJBL) terhadap hasil belajar peserta didik kelas XI SMK Negeri 1 Pulau Punjung Kabupaten Dharmasraya,"Rahma, Rani Aulia; Hamdunah; Melisa","Penelitian ini dilatarbelakangi oleh rendahnya hasil belajar peserta didik di SMK Negeri 1 Pulau Punjung. Tujuan penelitian ini adalah untuk mengetahui apakah hasil belajar peserta didik dengan model Gamified Project Based Learning (G-PjBL) lebih baik dari pada model pembelajaran konvensional peserta didik di kelas XI SMK Negeri 1 Pulau Punjung serta untuk mengetahui bagaimana minat belajar peserta didik kelas XI di SMK Negeri 1 Pulau Punjung dengan model Gamified Project Based Learning (G-PjBL). Jenis penelitian ini adalah Quasi Eksperimental Design dengan desain Posttest Only Control Group Design. Populasi penelitian adalah seluruh peserta didik kelas XI SMK Negeri 1 Pulau Punjung pada semester ganjil tahun ajaran 2025/2026. Pengambilan sampel dilakukan dengan pertimbangan (Purposive Sampling), sehingga terpilih kelas XI Akuntasi 3 sebagai kelas eksperimen dan kelas XI Akuntansi 3 sebagai kelas kontrol. Instrumen yang digunakan dalam penelitian ini berupa post-test berbentuk essay yang memuat indikator hasil belajar peserta didik dan angket minat belajar. Instrumen tes hasil belajar yang digunakan dalam penelitian ini memiliki reliabilitas sebesar 0,79 yang menunjukkan bahwa instrumen tersebut reliabel dan layak digunakan. Sementara itu, hasil angket menunjukkan bahwa minat belajar peserta didik mencapai 84,65% yang termasuk dalam kategori sangat baik, mencerminkan motivasi dan keterlibatan aktif peserta didik selama proses pembelajaran berlangsung. Teknik analisis data pengujian hipotesis menggunakan uji t satu pihak kanan. Hasil uji hipotesis diperoleh thitung = 2,679  dengan ttabel = 1,667 pada taraf nyata α =0,05 sehingga hipotesis diterima. Maka dapat disimpulkan bahwa hasil belajar peserta didik dengan menerapkan model Gamified Project Based Learning (G-PjBL) lebih baik dari pada hasil belajar peserta didik dengan menerapkan model pembelajaran konvensional peserta didik di kelas XI SMK Negeri 1 Pulau Punjung Kabupaten Dharmasraya",Gamified Project Based Learning (G-PjBL); Hasil belajar; Model pembelajaran,2026-03-13,https://ejournal.uksw.edu/juses/article/view/18687,10.24246/juses.v9i1p48-58,oai:ejournal.uksw.edu:article/18687
"Faculty of Science and Mathematics, Universitas Kristen Satya Wacana, Indonesia",3,"Model pembelajaran RADEC (Read, Answer, Discuss, Explain, Create) untuk meningkatkan kemampuan berpikir analitis siswa pada materi struktur bumi","Azzahra, Nasywa Nabilah; Yanti, Aning Wida; Inayah, Nailil","Penelitian ini bertujuan untuk mengetahui penerapan model pembelajaran RADEC (Read, Answer, Discuss, Explain, and Create) dalam meningkatkan kemampuan berpikir analitis siswa kelas VIII SMP Negeri 35 Surabaya pada materi Struktur Bumi. Metode penelitian yang digunakan adalah deskriptif kualitatif, dengan subjek penelitian sebanyak 24 siswa kelas VIII, dan enam siswa dipilih secara purposive sampling mewakili tiga kategori kemampuan (rendah, sedang, tinggi) berdasarkan hasil tes uraian pretest dan posttest. Data dikumpulkan melalui observasi, dokumentasi, serta tes kemampuan berpikir analitis yang disusun berdasarkan tiga indikator berpikir analitis, yaitu: (1) menganalisis informasi dan membagi ke dalam bagian yang lebih kecil, (2) mengenali serta membedakan faktor penyebab dan akibat, dan (3) mengidentifikasi atau merumuskan pertanyaan. Model pembelajaran RADEC diterapkan sesuai lima sintaks utamanya, yaitu: (1) Read; (2) Answer; (3) Discuss; (4) Explain; (5) Create. Hasil penelitian menunjukkan adanya peningkatan kemampuan berpikir analitis siswa setelah penerapan model RADEC. Nilai rata-rata pretest sebesar 62,9 meningkat menjadi 78,1 pada posttest, dengan peningkatan paling signifikan pada indikator menganalisis dan membedakan sebab-akibat. Berdasarkan kategori kemampuan berpikir analitis, rentang nilai pretest berada pada skor 30–80, sedangkan rentang nilai posttest meningkat menjadi 50–90. Secara kualitatif, siswa menunjukkan keterlibatan aktif dalam membaca, berdiskusi, menjelaskan, serta menciptakan karya. Analisis data menunjukkan bahwa model RADEC efektif mendorong siswa untuk berpikir secara analitis, melalui proses belajar bertahap yang memfasilitasi eksplorasi informasi, refleksi, dan komunikasi ide. Dengan demikian, penerapan model pembelajaran RADEC berpotensi dapat meningkatkan kemampuan berpikir analitis siswa secara signifikan, serta menjadi alternatif strategi pembelajaran yang efektif untuk mendukung penguasaan keterampilan abad ke-21 pada pembelajaran IPA di jenjang SMP.",Berpikir analitis; Keterampilan abad 21; Pembelajaran IPA; RADEC; Struktur bumi,2026-03-11,https://ejournal.uksw.edu/juses/article/view/18718,10.24246/juses.v9i1p9-18,oai:ejournal.uksw.edu:article/18718
"Faculty of Science and Mathematics, Universitas Kristen Satya Wacana, Indonesia",3,Kajian perbandingan sambiloto segar dan kering ditinjau dari rendemen dan konsentrasi andrographolide,"Hasanah, Siti Uswatun; Hopsah, Cintiani Siti; Septiani, Shely Dwi","Andrographis paniculata, yang lebih dikenal dengan sebutan sambiloto, merupakan salah satu tanaman obat yang populer dan telah mendapatkan perhatian serta pengembangan, baik di tingkat nasional maupun internasional. Secara tradisional, tanaman ini digunakan untuk menangani berbagai kondisi kesehatan, termasuk gigitan serangga berbisa, demam berdarah, diare, infeksi saluran pernapasan atas, serta masalah kulit. Konsumsi tanaman ini dapat dilakukan dalam bentuk segar maupun kering. Bahan segar umumnya dikonsumsi dengan direbus atau dikunyah, sementara bahan kering biasa disajikan sebagai teh atau dijadikan suplemen kesehatan. Kandungan air yang tinggi pada bahan segar dapat menyebabkan pelarutan senyawa aktif tertentu dan meningkatkan risiko degradasi akibat aktivitas enzimatik atau mikroba. Di sisi lain, bahan kering memiliki kestabilan yang lebih baik karena minim air, meskipun proses pengeringan dapat menurunkan kadar senyawa aktif. Penelitian ini bertujuan membandingkan potensi A. paniculata segar dan kering terkait rendemen ekstrak dan kadar andrographolida pada berbagai bagian tanaman, yaitu daun, batang, dan bunga. Ekstraksi dilakukan melalui maserasi dengan pelarut metanol. Rendemen dievaluasi, analisis kualitatif dilakukan menggunakan Kromatografi Lapis Tipis (KLT), dan analisis kuantitatif dilakukan dengan spektrofotometri UV. Hasil penelitian menunjukkan adanya perbedaan signifikan antara bahan segar dan kering, baik dari segi rendemen maupun kandungan andrographolida. Rendemen tertinggi diperoleh dari bahan kering, yaitu 21,3% pada daun, 12,64% pada batang, dan 11,1% pada bunga. Andrographolida terdeteksi di semua bagian tanaman, dengan konsentrasi tertinggi terdapat pada daun kering, yaitu 5,99 ± 1,6%.",Andrographolide; Andrographis paniculata; Rendemen Ekstrak,2026-03-12,https://ejournal.uksw.edu/juses/article/view/18777,10.24246/juses.v9i1p29-35,oai:ejournal.uksw.edu:article/18777
"Faculty of Science and Mathematics, Universitas Kristen Satya Wacana, Indonesia",3,Inovasi penerapan Discovery Learning untuk meningkatkan hasil belajar dan pemahaman konseptual IPA siswa,"Ramadani, Nayla Sarifa; Astuti, Sri Rejeki Dwi; Barid, Siti Shofa Assyifa'ul Qulbi; Wahyuni, Sri","Discovery Learning merupakan model pembelajaran yang menekankan pada proses membangun pemahaman melalui kegiatan eksploratif dan pengalaman belajar secara langsung. Rendahnya hasil belajar serta lemahnya pemahaman konsep peserta didik SMP pada pembelajaran IPA menunjukkan bahwa diperlukan inovasi pembelajaran yang lebih aktif dan bermakna. Penelitian ini bertujuan menelaah temuan-temuan studi sebelumnya mengenai penerapan Discovery Learning dalam pembelajaran IPA di jenjang SMP. Metode yang digunakan adalah Systematic Literature Review (SLR) dengan pendekatan kualitatif deskriptif. Data diperoleh melalui Google Scholar, ScienceDirect, dan ResearchGate dengan menggunakan kata kunci “Discovery Learning,” “learning outcomes,” “conceptual understanding,” dan “junior high school science.” Artikel yang ditemukan kemudian diseleksi berdasarkan kriteria inklusi dan eksklusi untuk memastikan keterkaitannya. Hasil kajian menunjukkan bahwa penerapan Discovery Learning secara konsisten berdampak positif terhadap peningkatan hasil belajar dan pemahaman konsep peserta didik SMP pada pembelajaran IPA, serta mendorong peningkatan aktivitas, motivasi, dan keterlibatan siswa dalam proses pembelajaran.",Discovery learning; Literasi ilmiah,2026-03-11,https://ejournal.uksw.edu/juses/article/view/18785,10.24246/juses.v9i1p19-28,oai:ejournal.uksw.edu:article/18785
"Faculty of Science and Mathematics, Universitas Kristen Satya Wacana, Indonesia",3,Nanopartikel perak (AgNPs) dalam formulasi sabun antibakteri: Tantangan formulasi dan arah riset masa depan,"Kusumahastuti, Dewi Kurnianingsih Arum; Lewerissa, Karina Bianca; Susanto, Emmanuel Hernanda Yustisia; Wulandari, Gecia Ovi; Sumilat, Sevia Ester","Sabun merupakan salah satu produk pembersih yang berperan penting dalam pengendalian mikroorganisme. Penggunaan nanopartikel perak (AgNPs) sebagai agen antibakteri dalam formulasi sabun telah banyak dilaporkan, namun sebagian besar kajian masih berfokus pada sifat intrinsik AgNPs tanpa mempertimbangkan peran sistem sabun sebagai matriks aktif. Artikel ini bertujuan untuk meninjau secara kritis penggunaan AgNPs dalam formulasi sabun antibakteri dengan menekankan aspek formulasi dan relevansi aplikatif. Penulisan review ini menggunakan metode narrative review dengan pendekatan kritis, berdasarkan penelusuran literatur pada basis data Google Scholar, Scopus, dan ScienceDirect terhadap artikel yang dipublikasikan pada rentang tahun 2010–2024. Artikel yang direview diseleksi berdasarkan kriteria inklusi dan eksklusi yang mencakup relevansi terhadap sistem sabun, formulasi berbasis surfaktan, dan evaluasi aktivitas antibakteri, dengan total sekitar 30–40 artikel utama dianalisis secara kualitatif. Hasil tinjauan menunjukkan bahwa kinerja antibakteri AgNPs dalam sabun sangat dipengaruhi oleh interaksinya dengan surfaktan, kondisi pH basa, homogenitas dispersi, serta stabilitas selama penyimpanan dan penggunaan. Review ini mengidentifikasi kesenjangan penelitian utama terkait kurangnya pendekatan formulasi yang rasional, metode uji antibakteri yang aplikatif, serta minimnya kajian keamanan dan dampak lingkungan. Dengan demikian, artikel ini menawarkan kerangka konseptual dan arah riset masa depan untuk pengembangan sabun antibakteri berbasis AgNPs yang lebih efektif, stabil, dan berkelanjutan",stabilitas nanopartikel; dispersi koloid; interaksi permukaan,2026-03-13,https://ejournal.uksw.edu/juses/article/view/19936,10.24246/juses.v9i1p36-47,oai:ejournal.uksw.edu:article/19936
Yayasan Adra Karima Hubbi,3,Bibliometric Analysis of Youtube Platform Research Trends Using the Vosviewer Application,"Yakir, Julia; Valentin, Osthoff; Rosario, Tamara","Background. Youtube is said to be a media called alternative media. This is said because YouTube makes it easy for teachers or students to be able to carry out learning very well and can make students have increased learning activities and material can be easily understood quickly.
Purpose. The aim of this studyto find out the effect of using YouTube as an online learning material so that the teaching and learning process continues to run well).
Method. The method used in this study is a bibliometric analysis technique that includes RIS data components indexed by journals and by discussing research on YouTube as a learning medium..
Results. This shows that YouTube learning media is well used as a learning medium.
Conclusion. What can be taken is that YouTube learning media has a positive influence on ease of access, student interest in learning, and improving learning outcomes. In addition, research conducted using the keyword ""YouTube Learning Media"" over a period of time demonstrates the existence of broad research clusters, interactions, and trends in the context of the YouTube platform. The limitation of this research is using bibliometric data which is limited to indexed journals related to YouTube as a learning medium. This could lead to bias in the data sample, so the findings may not cover all relevant research on YouTube use as an instructional medium. The research recommendation is to conduct qualitative research to deepen understanding of students' and teachers' experiences in using YouTube as a learning medium. This research can involve interviews, observations, or case studies to gain deeper insight into the benefits, challenges, and effects of using YouTube in a learning context",Blibiometric Analysis; platforms; YouTube,2023-08-01,https://research.adra.ac.id/index.php/jete/article/view/175,10.55849/jete.v1i1.175,oai:ojs2.research.adra.ac.id:article/175
Yayasan Adra Karima Hubbi,3,Threats to Education: Research on the Use of Chatgpt,"Morales, Utzinger; Joanan, Schittny; Julia, Hirsiger","Background. The presence of ChatGPT which is used continuously will make students lose their motivation to study. If students continue to use ChatGPT, this will become a problem for the students themselves. For not doing the job according to his ability. So students will not get value with what they get.
Purpose. this is done to find out the threat to the world of education: research on the use of ChatGPT.
Method. using quantitative methods, data obtained through interviews and distributing questionnaires online using the Google form.
Results. resultThis explains that the danger of continuous use of ChatGPT will be a bad influence on students. Where the enthusiasm for student learning decreases, when they get assignments from their lecturers. These students will look for answers in ChatGPT and they will not use existing sources such as books, articles and journals.
Conclusion. limitationsThis research is only conducted at a university in an Arab country",Chatgpt; Education; Research,2023-07-15,https://research.adra.ac.id/index.php/jete/article/view/187,10.55849/jete.v1i1.187,oai:ojs2.research.adra.ac.id:article/187
Yayasan Adra Karima Hubbi,3,E-comics: Pictorial Learning Media to Train Students' Viewing Skills,"Berger, Michael; Michael, Guri; Christoph, Nash","Background. Nowadays, education requires ways to improve the quality of students. In improving and developing the quality of students, teachers must innovate in making learning media, one of which is learning media in the form of e-comic media.
Purpose. this is to find out how the benefits of e-comics in learning.
Method. using quantitative methods, data obtained through interviews and distributing questionnaires to students by utilizing the google form.
Results. explained that learning media using e-comics can improve student learning outcomes. From the results of the interviews, it was obtained that these students felt an attraction and were motivated in learning by using e-comics. Students feel that learning by using e-comic media, grades and learning outcomes are increasing. e-comics is also one of the learning media that is easily understood by students.
Conclusion. explained that this e-comic learning media really helps teachers to see students' skills in learning. e-comics is one of the learning media that is easily understood and liked by students as well as an effective learning media to use in learning.",E-comics; Learning Media; Skills,2023-07-21,https://research.adra.ac.id/index.php/jete/article/view/188,10.55849/jete.v1i1.188,oai:ojs2.research.adra.ac.id:article/188
Yayasan Adra Karima Hubbi,3,Understanding Technological Trends in Education: How Artificial Intelligence Helps Learning in Colleges In Susta,"Mudinillah, Adam; Yeni J, Fetri; Firdaus bin Mohd Noor, Ahmad","Background. Understanding technological trends is how popular technology is used to assist learning, Artificial Intelligence is created and programmed and designed by humans to assist activities in completing human tasks.
Purpose to understand technological trends in education how Artificial Intelligence helps learning in higher education in a sustainable manner, where in the last year 2020 there was Covid 19 which had spread throughout the world so there were online classes, but over the years the problem has ended, that's what caused it technology trend of Artificial intelligence in assisting learning.
Method. using the method of conducting interviews from sources directly, conducting interviews with this research with the aim of getting the correct data.
Results. shows that understanding the trend of Artificial Intelligence technology in helping learning in higher education in a sustainable manner is very helpful and its use has increased in recent years due to the impact of covid 19 so that it has greatly affected online learning.
Conclusion it was concluded that the results of the interviews showed the use of Artificial Intelligence in assisting learning through individuals in using technology in completing learning tasks and assisting when the learning process takes place in the classroom is very helpful, technology as a medium used in learning, students still use the same technology cannot be said in sustainable",Artificial Intelligence; College; Observation,2023-07-22,https://research.adra.ac.id/index.php/jete/article/view/192,10.55849/jete.v1i1.192,oai:ojs2.research.adra.ac.id:article/192
Yayasan Adra Karima Hubbi,3,Use of the Padlet Platform in Online Learning Media in Higher Education,"Nozaki, Kayoko; Wuttipong, Matsuzaki; Hiroyuki, Heman","Background. Students who are constrained in conducting face-to-face lectures so they cannot go to campus for other reasons, cannot carry out the learning process with lecturers and lecturers cannot also provide material to students so that the teaching and learning process is hindered because they cannot meet. This problem may be caused by the lack of innovation in the series of learning carried out in tertiary institutions.
Purpose. of this research is to search for information from students in tertiary institutions about the use of padlets.
Method. used is a qualitative method in which the research uses it as a guide so that the focus of the research is in accordance with the facts in the field and data that contains numbers so that the data can be formed by using the Google form as a means to make a questionnaire of questions given to correspondents who can used as a research subject, besides that the theoretical basis is also useful to provide an overview of the research setting and as material for research discussion.
Results. of this study are to provide that there is progress in using the padlet platform in learning this lecture in tertiary institutions.
Conclusion. of this study is that the use of the padlet platform makes it easier for students to study at tertiary institutions online through information and communication technology learning media, and others",padlet; Usage; University,2023-07-23,https://research.adra.ac.id/index.php/jete/article/view/194,10.55849/jete.v1i1.194,oai:ojs2.research.adra.ac.id:article/194
Yayasan Adra Karima Hubbi,3,Implementation of Hybrid Learning Models in Islamic Universities in Asian Countries,"Firmansah, Muhammad Lukman Haris; Jaya, Allan Firman; Agustin, Nurul; Dewi, Maslakhah Witri Kusuma","Background. At this time technology has experienced increasingly advanced developments over time. Technology plays an important role in helping the learning process, the atmosphere in learning will be helped by the existence of learning methods such as the implementation of the hybrid model.
Purpose. This study aims to determine the implementation of the hybrid learning model in Islamic universities in Asian countries.In this study, researchers conducted research using quantitative methods.
Method. The results of this study indicate that this hybrid learning can be used as a learning model that is very suitable in tertiary institutions because it can create a conducive and effective learning atmosphere.
Results. . From this research it can be concluded that the hybrid learning model can help students learn through content and instructions that are obtained online independently.
Conclusion. The limitation in this study is that the researcher only conducted research at one of the universities located in Tanah Datar district, for this reason the researcher hopes that the next researcher will be able to conduct the same research, but in a different place so that he can continue this research.in Asian Country",E-comics; Learning Media; Skills,2023-07-25,https://research.adra.ac.id/index.php/jete/article/view/199,10.55849/jete.v1i1.199,oai:ojs2.research.adra.ac.id:article/199
Yayasan Adra Karima Hubbi,3,Ottoman Turkey the Sorrowful Period of Islam's Political Journey,"Khaerunnisa, Puja; Elvyadi Rahma, Marsha Elvyadi; Tabroni , Imam; Guilin, Xie; Wang, Yuanyuan","Background. Talking about Islam cannot be separated from the long history of the struggle of Muslims in the world.
Purpose. History is strong evidence that a civilization can be seen to exist and the fragrance of its name.
Method. According to the literature, history is an event or event that really happened in the past, science, knowledge, lesson stories about events or events that have really happened.
Results. Since Islam was born until now, there have been many dynamics of civilization that can be learned as lessons and encouragement for the people afterwards.
Conclusion. From this history, Muslims are increasingly aware that their predecessors left a scientific and civilizational legacy that can be emulated for the people after them in the future",Journey; Political; Sorrowful,2023-09-21,https://research.adra.ac.id/index.php/jete/article/view/352,10.55849/jete.v1i2.352,oai:ojs2.research.adra.ac.id:article/352
Yayasan Adra Karima Hubbi,3,The Safavid EmpireThe Degradation of Political Islam,"Muslimah , Elma; Basyir , Faris Abyan; Tabroni, Imam; Wei , Zhang; Kathryn, Morse","Background. After the end of the khulafaur rasyidin period, the history of Islamic civilization has been marked by the establishment of Islamic dynasties that played a role in the spread of Islam. However, after the Abbasid dynasty was destroyed by the Mongols, the light of Islam was dimmed.
Purpose. Wars and struggles for Islamic power took place everywhere. Even the books of Islamic science were destroyed.
Method. The political situation of Muslims as a whole only progressed again after the development of three major empires, namely the Ottoman Empire in Turkey, the Safawi Empire in Persia, and the Mughal Empire in India.
Results. The name Safawiyah is known in Islamic history as the name of the kingdom located in Iran, before becoming the Safawiyah kingdom this kingdom originated from the tariqah movement in Ardabil, Azerbaijan (Russian territory) which was established simultaneously with the Ottoman Empire in Turkey. Named Safawiyah because it was taken from the name of its founder, Safi al-Din, the Safawiyah kingdom adheres to the Shia school as its state school.
ConclusionThe founder of the safawiyah kingdom descended from the sixth Shia Imam. The fanaticism of the followers of the safawiyah order who opposed groups other than shia encouraged this movement to enter the political movement. The tendency towards politics emerged during the leadership of Junaid, who added political movements in addition to religious ones",EmpireThe; Political; Degradation,2023-09-27,https://research.adra.ac.id/index.php/jete/article/view/361,10.55849/jete.v1i3.361,oai:ojs2.research.adra.ac.id:article/361
Yayasan Adra Karima Hubbi,3,The Rise and Progress of Western Civilization: What about Islamic Civilization,"Gumelar, Gugun; Aripin, Hilmi; Tabroni, Imam; Intes , Amina; Barra, Ling","Background. Since the 15th century AD, the course of human civilization has been clear, with Western civilization surpassing its Islamic counterpart.  Even today, the strides made by Western civilization continue to be icons of global progress.
Purpose. The roots of this civilization can be traced back to Europe, where over the course of six centuries, a series of transformative events took place, including the Renaissance, Industrial Revolution, Aufklarung, and French Revolution.
Method. Muslims achieved significant progress during their classical period after a centuries-long process.  Therefore, it is not surprising that Europe has achieved great progress in politics, culture and technological advancement, as it has had access to this knowledge for a long period of time.
Results. When comparing Western and Islamic civilizations, it is important to note that Islamic civilization reached great heights during its classical period.
Conclusion. In the classical era, Western civilization teetered on the brink of darkness, plunging many Europeans into an identity crisis.  Meanwhile, Islamic civilization flourished, and Europeans eagerly drew knowledge from its teachings. The 14th to 15th centuries ushered in a period of progress and growth for Western civilization, which influenced other cultures as well.  Today, after more than five centuries, Western civilization maintains its dominant position not only over Islamic and Eastern civilizations, but also other civilizations. The 14th to 15th century Renaissance.",Awakening; Civilization; Progress,2023-09-27,https://research.adra.ac.id/index.php/jete/article/view/362,10.55849/jete.v1i3.362,oai:ojs2.research.adra.ac.id:article/362
Yayasan Adra Karima Hubbi,3,Kuy Learn to Pray Application to Train the Practice of Prayer in Children,"Apriansyah, Ryan; Mukti, Hamdani Ali; Tabroni, Imam; Jie, Li; Zou, Guijiao","Background. This research aims to create an android application-based prayer learning media product to train and teach prayer to children. This research uses a type of development research or known as Research &amp; Development (R&amp;D).
Purpose. The development model used in this research refers to the Borg and Gall development model.
Method. The research process begins with a preliminary study to see the problems that occur, the potential for development, determining the literature review relevant to the problems that occur to plan the manufacture of the initial product design, initial product field trials.
Results. , product revision I, main field trials, product revision II, operational field trials.
Conclusion. final product revision and dissemination and implementation of product application. The results of the research on the use of the Kuy Belajar Shalat Application developed in this study with a series of steps and stages of trials can be said to be effective for training children in learning prayers because there is an increase in scores in each trial conducted",Development; Application; Learning to Pray,2023-09-25,https://research.adra.ac.id/index.php/jete/article/view/369,10.55849/jete.v1i3.369,oai:ojs2.research.adra.ac.id:article/369
